date,v
1983/1/5,8066.15
1983/1/6,8120.51
1983/1/7,8169.19
1983/1/10,8172.66
1983/1/11,8079.63
1983/1/12,8039.85
1983/1/13,8099.06
1983/1/14,8088.53
1983/1/17,8082.73
1983/1/18,8028.28
1983/1/19,7968.68
1983/1/20,7923.31
1983/1/21,7989.41
1983/1/24,7833.99
1983/1/25,7803.18
1983/1/26,7962.51
1983/1/27,7942.32
1983/1/28,8014.61
1983/1/31,8103.47
1983/2/1,8105.52
1983/2/2,8108.05
1983/2/3,7991.29
1983/2/4,8012.64
1983/2/7,8010.91
1983/2/8,8027.2
1983/2/9,7995.93
1983/2/10,8017.56
1983/2/11,8017.56
1983/2/14,8132.02
1983/2/15,8135.42
1983/2/16,8145.41
1983/2/17,8106.27
1983/2/18,8048.31
1983/2/21,7987.27
1983/2/22,7918.16
1983/2/23,7931.65
1983/2/24,7984.25
1983/2/25,8056.04
1983/2/28,8085.57
1983/3/1,7988.85
1983/3/2,8013.3
1983/3/3,8005.02
1983/3/4,8014.7
1983/3/7,8041.16
1983/3/8,8026.99
1983/3/9,8008.25
1983/3/10,8027.64
1983/3/11,8081.44
1983/3/14,8089.03
1983/3/15,8111.83
1983/3/16,8170.13
1983/3/17,8195.14
1983/3/18,8234.9
1983/3/21,8234.9
1983/3/22,8281.5
1983/3/23,8311.1
1983/3/24,8340.1
1983/3/25,8302.77
1983/3/28,8387.91
1983/3/29,8424.13
1983/3/30,8446.61
1983/3/31,8478.7
1983/4/1,8469
1983/4/4,8485.82
1983/4/5,8420.34
1983/4/6,8479.4
1983/4/7,8442.45
1983/4/8,8435.37
1983/4/11,8475.19
1983/4/12,8468.63
1983/4/13,8480.44
1983/4/14,8554.21
1983/4/15,8552.16
1983/4/18,8582.53
1983/4/19,8541.86
1983/4/20,8564.48
1983/4/21,8543.06
1983/4/22,8563.12
1983/4/25,8596.09
1983/4/26,8607.47
1983/4/27,8634.79
1983/4/28,8636.56
1983/4/29,8636.56
1983/5/2,8704.39
1983/5/3,8704.39
1983/5/4,8663.04
1983/5/5,8663.04
1983/5/6,8670.64
1983/5/9,8719.88
1983/5/10,8667.99
1983/5/11,8691.58
1983/5/12,8653.9
1983/5/13,8629.51
1983/5/16,8591.79
1983/5/17,8572.23
1983/5/18,8598.84
1983/5/19,8584.42
1983/5/20,8561.45
1983/5/23,8528.64
1983/5/24,8563.51
1983/5/25,8582.34
1983/5/26,8626
1983/5/27,8617.92
1983/5/30,8622.35
1983/5/31,8617.57
1983/6/1,8549.7
1983/6/2,8517.88
1983/6/3,8510.98
1983/6/6,8505.92
1983/6/7,8475.3
1983/6/8,8445.45
1983/6/9,8468.12
1983/6/10,8500.48
1983/6/13,8598.65
1983/6/14,8618.3
1983/6/15,8698.33
1983/6/16,8645.33
1983/6/17,8702.68
1983/6/20,8711.73
1983/6/21,8798.62
1983/6/22,8826.88
1983/6/23,8813.48
1983/6/24,8845.38
1983/6/27,8900.04
1983/6/28,8838.24
1983/6/29,8844.19
1983/6/30,8870.95
1983/7/1,8935.66
1983/7/4,8971.58
1983/7/5,8928.13
1983/7/6,8984.88
1983/7/7,9015.76
1983/7/8,9012.41
1983/7/11,8968.77
1983/7/12,8937.21
1983/7/13,8883.6
1983/7/14,8884.98
1983/7/15,8900.02
1983/7/18,8885.07
1983/7/19,8866.66
1983/7/20,8927.32
1983/7/21,9019.69
1983/7/22,8993.4
1983/7/25,8991.93
1983/7/26,9005.48
1983/7/27,9062.37
1983/7/28,9112.07
1983/7/29,9078.75
1983/8/1,9015.58
1983/8/2,9040.43
1983/8/3,9016.2
1983/8/4,9038.61
1983/8/5,8946.66
1983/8/8,8960
1983/8/9,8874.22
1983/8/10,8878.48
1983/8/11,8908.61
1983/8/12,8920.82
1983/8/15,9020.3
1983/8/16,9019.07
1983/8/17,9010.08
1983/8/18,9089.58
1983/8/19,9139.73
1983/8/22,9203.75
1983/8/23,9169.18
1983/8/24,9147.34
1983/8/25,9143.07
1983/8/26,9145.54
1983/8/29,9172.54
1983/8/30,9195.92
1983/8/31,9189.43
1983/9/1,9228.35
1983/9/2,9183.11
1983/9/5,9252.21
1983/9/6,9255.11
1983/9/7,9355.66
1983/9/8,9332.47
1983/9/9,9304.01
1983/9/12,9355.13
1983/9/13,9299.33
1983/9/14,9274.11
1983/9/15,9274.11
1983/9/16,9195.66
1983/9/19,9141.25
1983/9/20,9254.15
1983/9/21,9272.56
1983/9/22,9280.3
1983/9/23,9280.3
1983/9/26,9345.78
1983/9/27,9414.15
1983/9/28,9445.32
1983/9/29,9432.61
1983/9/30,9402.59
1983/10/3,9450.1
1983/10/4,9424.34
1983/10/5,9491.93
1983/10/6,9529.97
1983/10/7,9562.48
1983/10/10,9562.48
1983/10/11,9493.09
1983/10/12,9563.25
1983/10/13,9472.35
1983/10/14,9323.63
1983/10/17,9420.9
1983/10/18,9349.06
1983/10/19,9280.8
1983/10/20,9319.55
1983/10/21,9370.21
1983/10/24,9260.16
1983/10/25,9232.77
1983/10/26,9246.55
1983/10/27,9323.09
1983/10/28,9321.37
1983/10/31,9356.79
1983/11/1,9350.91
1983/11/2,9344.12
1983/11/3,9344.12
1983/11/4,9341.68
1983/11/7,9316.21
1983/11/8,9319.26
1983/11/9,9297.1
1983/11/10,9244.24
1983/11/11,9305.63
1983/11/14,9348.52
1983/11/15,9379.29
1983/11/16,9430.81
1983/11/17,9416.95
1983/11/18,9386.68
1983/11/21,9409.78
1983/11/22,9416.56
1983/11/23,9416.56
1983/11/24,9373.54
1983/11/25,9340.85
1983/11/28,9294.71
1983/11/29,9256.35
1983/11/30,9320.24
1983/12/1,9336.6
1983/12/2,9379.85
1983/12/5,9445.13
1983/12/6,9438.79
1983/12/7,9404.99
1983/12/8,9461.03
1983/12/9,9448.9
1983/12/12,9442
1983/12/13,9385.56
1983/12/14,9401.17
1983/12/15,9462.43
1983/12/16,9530.61
1983/12/19,9484.17
1983/12/20,9627.93
1983/12/21,9717.65
1983/12/22,9709.42
1983/12/23,9684.17
1983/12/26,9846.57
1983/12/27,9883.94
1983/12/28,9893.82
1983/12/29,9893.82
1983/12/30,9893.82
1984/1/2,9893.82
1984/1/3,9893.82
1984/1/4,9927.11
1984/1/5,9946.86
1984/1/6,9961.25
1984/1/9,10053.8
1984/1/10,10016.2
1984/1/11,10072.5
1984/1/12,10104.1
1984/1/13,10150.9
1984/1/16,10150.9
1984/1/17,10155.57
1984/1/18,10100.23
1984/1/19,10098.4
1984/1/20,10104
1984/1/23,10071
1984/1/24,10022.9
1984/1/25,10115.1
1984/1/26,10179.6
1984/1/27,10180.95
1984/1/30,10235.7
1984/1/31,10196.1
1984/2/1,10200.58
1984/2/2,10156.3
1984/2/3,10134.1
1984/2/6,10121.08
1984/2/7,10060.9
1984/2/8,10099.6
1984/2/9,10001.5
1984/2/10,9959.9
1984/2/13,9963.16
1984/2/14,9830.47
1984/2/15,9892.16
1984/2/16,9897.15
1984/2/17,9925.07
1984/2/20,9937.83
1984/2/21,9970.64
1984/2/22,9947.71
1984/2/23,9939.5
1984/2/24,9962.87
1984/2/27,10071.5
1984/2/28,10073.8
1984/2/29,10030.7
1984/3/1,9920.27
1984/3/2,9948.48
1984/3/5,10088.9
1984/3/6,10058.7
1984/3/7,10021.2
1984/3/8,9959.32
1984/3/9,9997.22
1984/3/12,10086.5
1984/3/13,10194.7
1984/3/14,10324
1984/3/15,10347
1984/3/16,10458.31
1984/3/19,10479.8
1984/3/20,10479.8
1984/3/21,10413.89
1984/3/22,10455.8
1984/3/23,10506.19
1984/3/26,10483.69
1984/3/27,10528.39
1984/3/28,10700.89
1984/3/29,10801.6
1984/3/30,10929.1
1984/4/2,11050.19
1984/4/3,10933.81
1984/4/4,11002.02
1984/4/5,10992.89
1984/4/6,10914.73
1984/4/9,10890.69
1984/4/10,10915.1
1984/4/11,10939.39
1984/4/12,10967.1
1984/4/13,11015.2
1984/4/16,11019.6
1984/4/17,10906.39
1984/4/18,10932.8
1984/4/19,10783
1984/4/20,10803.89
1984/4/23,10800.8
1984/4/24,10761.8
1984/4/25,10866.3
1984/4/26,10901.5
1984/4/27,10981.6
1984/4/30,10981.6
1984/5/1,11019.1
1984/5/2,11105.5
1984/5/3,11105.5
1984/5/4,11190.2
1984/5/7,11159
1984/5/8,11052.4
1984/5/9,11060.3
1984/5/10,10879.71
1984/5/11,10833.8
1984/5/14,10563.3
1984/5/15,10604.5
1984/5/16,10619.8
1984/5/17,10340.5
1984/5/18,10126.88
1984/5/21,10165
1984/5/22,10061.89
1984/5/23,10023.5
1984/5/24,10251.7
1984/5/25,10142.1
1984/5/28,10116
1984/5/29,10164
1984/5/30,10141
1984/5/31,9940.1
1984/6/1,9913.2
1984/6/4,10131.7
1984/6/5,10258.7
1984/6/6,10254.2
1984/6/7,10316
1984/6/8,10350.9
1984/6/11,10376.8
1984/6/12,10324.8
1984/6/13,10275.9
1984/6/14,10148.7
1984/6/15,10057
1984/6/18,10082.5
1984/6/19,10197.3
1984/6/20,10237.2
1984/6/21,10170.7
1984/6/22,10152.61
1984/6/25,10172.5
1984/6/26,10245.1
1984/6/27,10311
1984/6/28,10372
1984/6/29,10377.97
1984/7/2,10410.86
1984/7/3,10349.3
1984/7/4,10375.8
1984/7/5,10420.53
1984/7/6,10461.91
1984/7/9,10373.2
1984/7/10,10386.6
1984/7/11,10354.88
1984/7/12,10270.16
1984/7/13,10154
1984/7/16,10177.6
1984/7/17,10242
1984/7/18,10208.2
1984/7/19,10088.8
1984/7/20,9945.27
1984/7/23,9703.35
1984/7/24,9738.96
1984/7/25,9800.11
1984/7/26,9932.18
1984/7/27,10036.2
1984/7/30,10013.6
1984/7/31,9998.5
1984/8/1,9948.4
1984/8/2,10086.9
1984/8/3,10233.61
1984/8/6,10431.09
1984/8/7,10313.6
1984/8/8,10247.1
1984/8/9,10290.4
1984/8/10,10375.93
1984/8/13,10389.6
1984/8/14,10360.9
1984/8/15,10441.5
1984/8/16,10418.2
1984/8/17,10449.48
1984/8/20,10533.3
1984/8/21,10486
1984/8/22,10538.3
1984/8/23,10545.5
1984/8/24,10554.09
1984/8/27,10568.72
1984/8/28,10575.19
1984/8/29,10579.89
1984/8/30,10586.3
1984/8/31,10584.2
1984/9/3,10630.1
1984/9/4,10609.5
1984/9/5,10545.55
1984/9/6,10458.5
1984/9/7,10500.7
1984/9/10,10471.5
1984/9/11,10493.1
1984/9/12,10533.5
1984/9/13,10578.8
1984/9/14,10621.54
1984/9/17,10636.4
1984/9/18,10559.1
1984/9/19,10552.3
1984/9/20,10521.3
1984/9/21,10505.11
1984/9/24,10505.11
1984/9/25,10604.8
1984/9/26,10620.1
1984/9/27,10643.9
1984/9/28,10649.2
1984/10/1,10653.79
1984/10/2,10540.05
1984/10/3,10587.38
1984/10/4,10642.07
1984/10/5,10737.58
1984/10/8,10676.9
1984/10/9,10668.7
1984/10/10,10668.7
1984/10/11,10696.9
1984/10/12,10684.5
1984/10/15,10780.2
1984/10/16,10757.9
1984/10/17,10742.9
1984/10/18,10759.89
1984/10/19,10845.17
1984/10/22,11077.8
1984/10/23,11029.89
1984/10/24,11178.6
1984/10/25,11151.5
1984/10/26,11155.02
1984/10/29,11176.9
1984/10/30,11171.5
1984/10/31,11253
1984/11/1,11169.6
1984/11/2,11249.95
1984/11/5,11374.1
1984/11/6,11297.7
1984/11/7,11178.5
1984/11/8,11166.9
1984/11/9,11239.28
1984/11/12,11235.1
1984/11/13,11265.2
1984/11/14,11320.89
1984/11/15,11301.6
1984/11/16,11271.39
1984/11/19,11284.2
1984/11/20,11256.98
1984/11/21,11249.69
1984/11/22,11207.7
1984/11/23,11207.7
1984/11/26,11163
1984/11/27,11184.1
1984/11/28,11248.1
1984/11/29,11366.6
1984/11/30,11428.9
1984/12/3,11513.6
1984/12/4,11577.4
1984/12/5,11543.19
1984/12/6,11559.8
1984/12/7,11466.93
1984/12/10,11316.9
1984/12/11,11250.8
1984/12/12,11382.3
1984/12/13,11340
1984/12/14,11419.1
1984/12/17,11455.7
1984/12/18,11460.2
1984/12/19,11558.4
1984/12/20,11514.1
1984/12/21,11474.3
1984/12/24,11439.87
1984/12/25,11492.29
1984/12/26,11494.59
1984/12/27,11513.5
1984/12/28,11542.6
1984/12/31,11542.6
1985/1/2,11542.6
1985/1/3,11542.6
1985/1/4,11558.06
1985/1/7,11575.5
1985/1/8,11679.8
1985/1/9,11763.57
1985/1/10,11824.4
1985/1/11,11812.24
1985/1/14,11823.9
1985/1/15,11823.9
1985/1/16,11933
1985/1/17,11887.2
1985/1/18,11910.06
1985/1/21,11964.5
1985/1/22,11868.1
1985/1/23,11859.01
1985/1/24,11856.36
1985/1/25,11785.1
1985/1/28,11798.9
1985/1/29,11843.1
1985/1/30,11960.6
1985/1/31,11992.3
1985/2/1,11946.96
1985/2/4,11891.1
1985/2/5,11823.4
1985/2/6,11867.2
1985/2/7,11940.8
1985/2/8,12009
1985/2/11,12009
1985/2/12,12027.89
1985/2/13,12025.7
1985/2/14,12081.7
1985/2/15,12148.3
1985/2/18,12149.1
1985/2/19,12156.6
1985/2/20,12152.4
1985/2/21,12128.5
1985/2/22,12147.06
1985/2/25,12201
1985/2/26,12195
1985/2/27,12287.39
1985/2/28,12321.89
1985/3/1,12412.14
1985/3/4,12509
1985/3/5,12476.39
1985/3/6,12498.7
1985/3/7,12414.8
1985/3/8,12347.5
1985/3/11,12263.8
1985/3/12,12296.89
1985/3/13,12419.3
1985/3/14,12405
1985/3/15,12468.03
1985/3/18,12506.6
1985/3/19,12478
1985/3/20,12541.4
1985/3/21,12541.4
1985/3/22,12542.6
1985/3/25,12493.3
1985/3/26,12486.1
1985/3/27,12550.8
1985/3/28,12604
1985/3/29,12580.76
1985/4/1,12677.1
1985/4/2,12629.89
1985/4/3,12683.3
1985/4/4,12627.1
1985/4/5,12544.24
1985/4/8,12635.96
1985/4/9,12630.4
1985/4/10,12601.9
1985/4/11,12573.8
1985/4/12,12588.01
1985/4/15,12552.73
1985/4/16,12207.3
1985/4/17,12302.1
1985/4/18,12052.8
1985/4/19,12114.8
1985/4/22,12179.89
1985/4/23,12124.1
1985/4/24,12217.8
1985/4/25,12333.9
1985/4/26,12405.1
1985/4/29,12405.1
1985/4/30,12426.29
1985/5/1,12456.65
1985/5/2,12451.79
1985/5/3,12451.79
1985/5/6,12451.79
1985/5/7,12506.3
1985/5/8,12521.2
1985/5/9,12474.5
1985/5/10,12527.3
1985/5/13,12541.5
1985/5/14,12504.2
1985/5/15,12358
1985/5/16,12369.3
1985/5/17,12419.89
1985/5/20,12559.1
1985/5/21,12650.36
1985/5/22,12673.6
1985/5/23,12649.1
1985/5/24,12593.8
1985/5/27,12642.69
1985/5/28,12694.89
1985/5/29,12767.2
1985/5/30,12790.3
1985/5/31,12758.4
1985/6/3,12473.4
1985/6/4,12583.3
1985/6/5,12693.2
1985/6/6,12716.1
1985/6/7,12716.5
1985/6/10,12683.3
1985/6/11,12758.89
1985/6/12,12748
1985/6/13,12717.16
1985/6/14,12685.19
1985/6/17,12769.3
1985/6/18,12741.1
1985/6/19,12773.6
1985/6/20,12678
1985/6/21,12634.7
1985/6/24,12765.9
1985/6/25,12837
1985/6/26,12910.3
1985/6/27,12841.6
1985/6/28,12882
1985/7/1,12919
1985/7/2,12913.7
1985/7/3,12924.3
1985/7/4,12969.6
1985/7/5,12963.3
1985/7/8,13029.6
1985/7/9,13021
1985/7/10,13012.1
1985/7/11,12858.1
1985/7/12,12839.49
1985/7/15,12598.77
1985/7/16,12698.26
1985/7/17,12846.49
1985/7/18,12852.54
1985/7/19,12788.54
1985/7/22,12771.65
1985/7/23,12762.82
1985/7/24,12777.02
1985/7/25,12647.02
1985/7/26,12648.09
1985/7/29,12591.39
1985/7/30,12269.89
1985/7/31,12232.3
1985/8/1,12538.3
1985/8/2,12525.95
1985/8/5,12450.6
1985/8/6,12437.3
1985/8/7,12421.1
1985/8/8,12386
1985/8/9,12401.19
1985/8/12,12372.89
1985/8/13,12326.7
1985/8/14,12419.6
1985/8/15,12484
1985/8/16,12583.07
1985/8/19,12640
1985/8/20,12634
1985/8/21,12704.8
1985/8/22,12734
1985/8/23,12691.39
1985/8/26,12651.8
1985/8/27,12691.39
1985/8/28,12685.39
1985/8/29,12728.8
1985/8/30,12713.1
1985/9/2,12726.6
1985/9/3,12631
1985/9/4,12529.5
1985/9/5,12491.8
1985/9/6,12453.85
1985/9/9,12455.72
1985/9/10,12519.5
1985/9/11,12625.19
1985/9/12,12603
1985/9/13,12585.7
1985/9/16,12585.7
1985/9/17,12591.5
1985/9/18,12529.69
1985/9/19,12565
1985/9/20,12666.89
1985/9/23,12666.89
1985/9/24,12755.6
1985/9/25,12704.8
1985/9/26,12689.5
1985/9/27,12538.7
1985/9/30,12700.1
1985/10/1,12685.37
1985/10/2,12720.5
1985/10/3,12700.8
1985/10/4,12713.83
1985/10/7,12792
1985/10/8,12835.21
1985/10/9,12857.2
1985/10/10,12857.2
1985/10/11,12949.92
1985/10/14,13017.3
1985/10/15,13055.5
1985/10/16,13036.6
1985/10/17,13021.1
1985/10/18,12973.22
1985/10/21,13023.2
1985/10/22,13001.7
1985/10/23,12946.5
1985/10/24,12969.1
1985/10/25,12854.99
1985/10/28,12937.04
1985/10/29,12913.9
1985/10/30,12908.7
1985/10/31,12939.47
1985/11/1,12808.1
1985/11/4,12808.1
1985/11/5,12820.7
1985/11/6,12892.4
1985/11/7,12851.2
1985/11/8,12851.05
1985/11/11,12821.3
1985/11/12,12735.1
1985/11/13,12716.3
1985/11/14,12589.5
1985/11/15,12637.44
1985/11/18,12700.3
1985/11/19,12607.3
1985/11/20,12642.9
1985/11/21,12697
1985/11/22,12759.33
1985/11/25,12783.39
1985/11/26,12783.1
1985/11/27,12777.8
1985/11/28,12741.2
1985/11/29,12763.27
1985/12/2,12796.9
1985/12/3,12774.5
1985/12/4,12811.2
1985/12/5,12864.11
1985/12/6,12793.52
1985/12/9,12798.2
1985/12/10,12850.9
1985/12/11,12972
1985/12/12,13050.28
1985/12/13,13107.98
1985/12/16,13117.8
1985/12/17,13128.9
1985/12/18,13102.3
1985/12/19,13115
1985/12/20,13011.09
1985/12/23,13043
1985/12/24,13010.69
1985/12/25,13097.83
1985/12/26,13084.6
1985/12/27,13083.18
1985/12/30,13083.18
1985/12/31,13083.18
1986/1/1,13083.18
1986/1/2,13083.18
1986/1/3,13083.18
1986/1/6,13053.8
1986/1/7,12991.2
1986/1/8,13056.4
1986/1/9,13034.2
1986/1/10,12998.2
1986/1/13,12977.02
1986/1/14,12928.6
1986/1/15,12928.6
1986/1/16,13027.1
1986/1/17,13009.7
1986/1/20,12952
1986/1/21,12881.5
1986/1/22,12923.3
1986/1/23,12888.89
1986/1/24,12904.2
1986/1/27,12983.14
1986/1/28,12993.7
1986/1/29,12957.1
1986/1/30,12949
1986/1/31,13024.3
1986/2/3,13086.5
1986/2/4,13138.1
1986/2/5,13185.7
1986/2/6,13186.6
1986/2/7,13212.13
1986/2/10,13226.1
1986/2/11,13226.1
1986/2/12,13300.6
1986/2/13,13293.8
1986/2/14,13342.78
1986/2/17,13447.9
1986/2/18,13436.2
1986/2/19,13466.6
1986/2/20,13355.4
1986/2/21,13394.31
1986/2/24,13503.5
1986/2/25,13576.2
1986/2/26,13621.7
1986/2/27,13642.1
1986/2/28,13640.83
1986/3/3,13757.6
1986/3/4,13784.3
1986/3/5,13807.5
1986/3/6,13901.6
1986/3/7,13994.6
1986/3/10,14056.5
1986/3/11,14066.19
1986/3/12,14238.13
1986/3/13,14414.69
1986/3/14,14516.77
1986/3/17,14655.5
1986/3/18,14639.3
1986/3/19,14476.5
1986/3/20,14753.3
1986/3/21,14753.3
1986/3/24,14975.23
1986/3/25,14826.86
1986/3/26,15059.7
1986/3/27,15337.18
1986/3/28,15364.3
1986/3/31,15859.69
1986/4/1,15745.89
1986/4/2,15555.5
1986/4/3,15272.19
1986/4/4,15019.81
1986/4/7,15062
1986/4/8,15014.1
1986/4/9,15110.19
1986/4/10,15203.6
1986/4/11,15326.3
1986/4/14,15396.8
1986/4/15,15352.32
1986/4/16,15358.39
1986/4/17,15486.8
1986/4/18,15758.61
1986/4/21,15827.3
1986/4/22,15712.89
1986/4/23,15748
1986/4/24,15682
1986/4/25,15689.88
1986/4/28,15757.9
1986/4/29,15757.9
1986/4/30,15825.5
1986/5/1,15782.6
1986/5/2,15868.44
1986/5/5,15868.44
1986/5/6,15900.14
1986/5/7,15953.85
1986/5/8,16078.23
1986/5/9,16194.98
1986/5/12,16105.19
1986/5/13,15982.3
1986/5/14,15943.69
1986/5/15,15924.7
1986/5/16,15739.05
1986/5/19,15697.5
1986/5/20,15690
1986/5/21,15808.1
1986/5/22,15917.3
1986/5/23,16204.98
1986/5/26,16409.5
1986/5/27,16467.3
1986/5/28,16553.39
1986/5/29,16610.6
1986/5/30,16670.77
1986/6/2,16739.3
1986/6/3,16669.5
1986/6/4,16802.7
1986/6/5,16811
1986/6/6,16817.9
1986/6/9,17008.3
1986/6/10,16967.69
1986/6/11,17096.39
1986/6/12,17131.19
1986/6/13,17205.97
1986/6/16,17185.6
1986/6/17,17075.89
1986/6/18,17177.06
1986/6/19,17277.59
1986/6/20,17403.13
1986/6/23,17457.89
1986/6/24,17342.39
1986/6/25,17516.63
1986/6/26,17600.94
1986/6/27,17500.43
1986/6/30,17654.19
1986/7/1,17622.69
1986/7/2,17669.89
1986/7/3,17691.8
1986/7/4,17597.73
1986/7/7,17714.1
1986/7/8,17734.1
1986/7/9,17506.1
1986/7/10,17469.8
1986/7/11,17670.77
1986/7/14,17820.6
1986/7/15,17882.8
1986/7/16,17700.89
1986/7/17,17725.6
1986/7/18,17838.84
1986/7/21,17522.19
1986/7/22,17639.3
1986/7/23,17860.1
1986/7/24,18026.19
1986/7/25,18050.59
1986/7/28,18038.89
1986/7/29,17728.89
1986/7/30,17799
1986/7/31,17509.69
1986/8/1,17321.93
1986/8/4,17263.1
1986/8/5,17414.8
1986/8/6,17353.5
1986/8/7,17422.39
1986/8/8,17435.52
1986/8/11,17479.1
1986/8/12,17794.69
1986/8/13,18000.76
1986/8/14,18264.69
1986/8/15,18376.39
1986/8/18,18597.39
1986/8/19,18792.6
1986/8/20,18936.19
1986/8/21,18675.6
1986/8/22,18441.31
1986/8/25,18565.6
1986/8/26,18640.81
1986/8/27,18503.27
1986/8/28,18367.98
1986/8/29,18533.68
1986/9/1,18820.75
1986/9/2,18694.93
1986/9/3,18505.44
1986/9/4,18559.64
1986/9/5,18775.07
1986/9/8,18552.2
1986/9/9,18474.1
1986/9/10,18619.3
1986/9/11,18561.25
1986/9/12,18100.52
1986/9/15,18100.52
1986/9/16,17463.19
1986/9/17,17336.6
1986/9/18,17478.3
1986/9/19,17523.39
1986/9/22,17706.3
1986/9/23,17706.3
1986/9/24,17955.8
1986/9/25,17988.3
1986/9/26,17960.98
1986/9/29,18106.31
1986/9/30,17852.89
1986/10/1,17564.39
1986/10/2,17019.1
1986/10/3,17240.22
1986/10/6,17435.3
1986/10/7,17604.39
1986/10/8,17514.8
1986/10/9,17650.19
1986/10/10,17650.19
1986/10/13,17338.69
1986/10/14,17318
1986/10/15,16970.1
1986/10/16,16871.89
1986/10/17,16701.34
1986/10/20,16523.39
1986/10/21,16205.8
1986/10/22,15819.5
1986/10/23,16308.3
1986/10/24,16284
1986/10/27,16157.8
1986/10/28,16397.8
1986/10/29,16505.39
1986/10/30,17010.89
1986/10/31,16910.63
1986/11/3,16910.63
1986/11/4,16786.89
1986/11/5,16713.69
1986/11/6,16758.3
1986/11/7,16973.6
1986/11/10,17053.2
1986/11/11,17300.6
1986/11/12,17447.89
1986/11/13,17438.5
1986/11/14,17390.5
1986/11/17,17208.1
1986/11/18,17273.52
1986/11/19,17283.81
1986/11/20,17304.6
1986/11/21,17489.57
1986/11/24,17489.57
1986/11/25,17747.5
1986/11/26,17727.89
1986/11/27,17883.65
1986/11/28,18083
1986/12/1,18308
1986/12/2,18191
1986/12/3,18455.1
1986/12/4,18623.89
1986/12/5,18637.39
1986/12/8,18710.69
1986/12/9,18602.69
1986/12/10,18776.19
1986/12/11,18731.19
1986/12/12,18830.6
1986/12/15,18788.89
1986/12/16,18933.1
1986/12/17,18847.89
1986/12/18,18723.69
1986/12/19,18930
1986/12/22,18825.39
1986/12/23,18808.5
1986/12/24,18902.85
1986/12/25,18774.26
1986/12/26,18820.64
1986/12/29,18820.64
1986/12/30,18820.64
1986/12/31,18820.64
1987/1/5,18820.5
1987/1/6,18936.8
1987/1/7,18842.39
1987/1/8,18778.69
1987/1/9,18810.3
1987/1/12,18669
1987/1/13,18544
1987/1/14,18784.27
1987/1/16,19149.63
1987/1/19,19188.7
1987/1/20,19216.1
1987/1/21,19429.19
1987/1/22,19380.5
1987/1/23,19456.6
1987/1/26,19554.69
1987/1/27,19686.8
1987/1/28,19789.89
1987/1/29,19921
1987/1/30,20048.3
1987/2/2,20072.1
1987/2/3,19956.3
1987/2/4,19973.89
1987/2/5,19795.1
1987/2/6,19668.81
1987/2/9,19679.31
1987/2/10,19814
1987/2/12,19874.89
1987/2/13,19628.86
1987/2/16,19531.52
1987/2/17,19637.89
1987/2/18,19881.8
1987/2/19,20228.1
1987/2/20,20080.39
1987/2/23,19940.5
1987/2/24,20076.5
1987/2/25,20186.3
1987/2/26,20453.89
1987/2/27,20421.64
1987/3/2,20933.8
1987/3/3,20971.39
1987/3/4,21031.69
1987/3/5,21176.02
1987/3/6,21105.8
1987/3/9,21166.39
1987/3/10,21214.5
1987/3/11,21313
1987/3/12,21470.19
1987/3/13,21497.89
1987/3/16,21415.39
1987/3/17,21514.69
1987/3/18,21705.1
1987/3/19,21644.3
1987/3/20,21657.6
1987/3/23,21588.19
1987/3/24,21435.3
1987/3/25,21473
1987/3/26,21558.8
1987/3/27,22026.6
1987/3/30,21627.6
1987/3/31,21566.69
1987/4/1,22040.19
1987/4/2,22367.69
1987/4/3,22410.8
1987/4/6,22586.1
1987/4/7,22784.6
1987/4/8,22913
1987/4/9,22922.19
1987/4/10,23216.5
1987/4/13,22919.5
1987/4/14,23524.1
1987/4/15,23510.69
1987/4/16,23868.43
1987/4/17,23938.35
1987/4/20,23895.22
1987/4/21,23886.1
1987/4/22,24097.69
1987/4/23,24024.6
1987/4/24,24006.3
1987/4/27,23072.39
1987/4/28,22889.89
1987/4/30,23274.8
1987/5/1,23680.8
1987/5/6,23918.5
1987/5/7,24207.55
1987/5/8,24589.23
1987/5/11,24608.22
1987/5/12,24535.85
1987/5/13,24363.19
1987/5/14,24651.44
1987/5/15,24729.02
1987/5/18,24298.98
1987/5/19,24077.88
1987/5/20,23419.6
1987/5/21,23754.01
1987/5/22,24156.69
1987/5/25,24582.77
1987/5/26,24580.85
1987/5/27,24539.75
1987/5/28,24433.64
1987/5/29,24772.39
1987/6/1,24992.77
1987/6/2,24902.63
1987/6/3,25049.39
1987/6/4,25366.1
1987/6/5,25271.3
1987/6/8,25523.89
1987/6/9,25379.88
1987/6/10,25738.95
1987/6/11,25890.94
1987/6/12,25894.27
1987/6/15,25756.44
1987/6/16,25738.85
1987/6/17,25929.42
1987/6/18,25750.55
1987/6/19,25288.1
1987/6/22,24640.35
1987/6/23,24794.89
1987/6/24,24892.75
1987/6/25,25031.35
1987/6/26,25049.81
1987/6/29,24509.39
1987/6/30,24176.39
1987/7/1,24252.38
1987/7/2,24636.44
1987/7/3,24465.48
1987/7/6,23870.85
1987/7/7,23816.09
1987/7/8,23472.42
1987/7/9,23755.89
1987/7/10,24102.98
1987/7/13,24118.01
1987/7/14,23931.52
1987/7/15,23969.76
1987/7/16,24003.6
1987/7/17,23983.44
1987/7/20,23328.64
1987/7/21,23078.35
1987/7/22,22702.73
